EnodeB_id,cell_id,measurement_end,RRC_ConnEstabAtt_Em,RRC_ConnEstabAtt_Hpa,RRC_ConnEstabAtt_Mod,RRC_ConnEstabAtt_Mos,RRC_ConnEstabAtt_Mta,RRC_ConnEstabAtt,RRC_ConnReEstabAtt_Em,RRC_ConnReEstabAtt_Hpa,RRC_ConnReEstabAtt_Mod,RRC_ConnReEstabAtt_Mos,RRC_ConnReEstabAtt_Mta,RRC_ConnReEstabAtt,RRC_ConnEstabSucc_Em,RRC_ConnEstabSucc_Hpa,RRC_ConnEstabSucc_Mod,RRC_ConnEstabSucc_Mos,RRC_ConnEstabSucc_Mta,RRC_ConnEstabSucc,RRC_ConnMax,S1SIG_ConnEstabAtt_Em,S1SIG_ConnEstabAtt_Hpa,S1SIG_ConnEstabAtt_Mod,S1SIG_ConnEstabAtt_Mos,S1SIG_ConnEstabAtt_Mta,S1SIG_ConnEstabAtt,S1SIG_ConnEstabSucc_Em,S1SIG_ConnEstabSucc_Hpa,S1SIG_ConnEstabSucc_Mod,S1SIG_ConnEstabSucc_Mos,S1SIG_ConnEstabSucc_Mta,S1SIG_ConnEstabSucc,ERAB_EstabInitAttNbr_QCI1,ERAB_EstabInitAttNbr_QCI2,ERAB_EstabInitAttNbr_QCI3,ERAB_EstabInitAttNbr_QCI4,ERAB_EstabInitAttNbr_QCI5,ERAB_EstabInitAttNbr_QCI6,ERAB_EstabInitAttNbr_QCI7,ERAB_EstabInitAttNbr_QCI8,ERAB_EstabInitAttNbr_QCI9,ERAB_EstabInitSuccNbr_QCI1,ERAB_EstabInitSuccNbr_QCI2,ERAB_EstabInitSuccNbr_QCI3,ERAB_EstabInitSuccNbr_QCI4,ERAB_EstabInitSuccNbr_QCI5,ERAB_EstabInitSuccNbr_QCI6,ERAB_EstabInitSuccNbr_QCI7,ERAB_EstabInitSuccNbr_QCI8,ERAB_EstabInitSuccNbr_QCI9,ERAB_EstabAddAttNbr_QCI,ERAB_EstabAddSuccNbr_QCI,ERAB_SessionTimeQCI_QCI,ERAB_RelActNbr_QCI1,ERAB_RelActNbr_QCI2,ERAB_RelActNbr_QCI3,ERAB_RelActNbr_QCI4,ERAB_RelActNbr_QCI5,ERAB_RelActNbr_QCI6,ERAB_RelActNbr_QCI7,ERAB_RelActNbr_QCI8,ERAB_RelActNbr_QCI9,ERAB_SessionTimeUE,UL_RSSI
1,12314,11/20/2025 02:30:00,0,0,144,10,98,252,0,0,0,0,0,0,0,0,141,10,97,248,21,0,0,147,7,94,248,0,0,146,7,92,245,10,2,2,22,17,5,10,72,79,10,2,2,22,17,5,10,71,78,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1039|365|291|1062|366|1426|601|2412|2561,1,0,0,0,0,0,0,1,0,9767,
1,12314,11/20/2025 02:45:00,0,0,139,6,101,246,0,0,0,0,0,0,0,0,136,6,100,242,13,0,0,144,10,83,237,0,0,143,10,81,234,10,2,2,22,19,7,10,63,75,10,2,2,22,19,7,10,62,74,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,968|339|250|919|423|1599|639|2428|2395,1,0,0,0,0,1,0,1,0,9008,
1,12314,11/20/2025 03:00:00,0,0,136,11,99,246,0,0,0,0,0,0,0,0,133,11,97,241,19,0,0,132,12,78,222,0,0,129,12,76,217,10,2,2,22,17,7,10,72,82,10,2,2,22,17,7,10,71,81,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,933|312|228|1108|263|1277|502|2009|2268,1,0,0,0,0,0,0,0,0,9450,
1,12314,11/20/2025 03:15:00,0,0,112,6,80,198,0,0,0,0,0,0,0,0,111,6,78,195,17,0,0,134,9,69,212,0,0,131,9,68,208,10,2,4,20,16,6,10,51,59,10,2,4,20,16,6,10,51,58,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,855|340|229|984|316|1332|529|2064|2265,1,0,0,0,0,0,0,0,0,8754,
1,12314,11/20/2025 03:30:00,0,0,121,10,72,203,0,0,0,0,0,0,0,0,119,10,71,200,17,0,0,115,8,85,208,0,0,114,8,83,205,10,4,4,18,16,6,10,52,68,10,4,4,18,16,6,10,51,68,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,835|317|210|787|362|1440|480|1953|1997,1,0,0,0,0,0,0,0,0,9027,
1,12314,11/20/2025 03:45:00,0,0,110,10,87,207,0,0,0,0,0,0,0,0,108,10,85,203,14,0,0,130,8,83,221,0,0,127,8,81,216,8,4,4,18,16,4,10,51,63,8,4,4,18,16,4,10,50,62,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,844|332|241|779|246|1113|518|2084|2094,1,0,0,0,0,0,0,0,0,9384,
1,12314,11/20/2025 04:00:00,0,0,114,5,73,192,0,0,0,0,0,0,0,0,112,5,72,189,11,0,0,128,7,76,211,0,0,127,7,74,208,8,2,4,19,15,6,8,51,62,8,2,4,19,15,6,8,50,62,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,849|321|214|950|351|1164|514|2047|2004,1,0,0,0,0,0,0,0,0,9063,
1,12314,11/20/2025 04:15:00,0,0,119,9,81,209,0,0,0,0,0,0,0,0,117,9,79,205,13,0,0,115,7,84,206,0,0,113,7,83,203,10,2,4,18,16,4,10,59,62,10,2,4,18,16,4,10,58,61,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,841|243|217|880|388|1408|510|1953|2003,1,0,0,0,0,0,0,0,0,8033,
1,12314,11/20/2025 04:30:00,0,0,105,8,67,180,0,0,0,0,0,0,0,0,103,8,66,177,11,0,0,104,6,69,179,0,0,102,6,68,176,7,2,4,16,14,5,7,44,57,7,2,4,16,14,5,7,44,57,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,780|221|190|870|410|1247|494|1693|2067,1,0,0,0,0,0,0,1,0,8654,
1,12314,11/20/2025 04:45:00,0,0,104,7,64,175,0,0,0,0,0,0,0,0,103,7,63,173,16,0,0,110,10,72,192,0,0,108,10,71,189,9,2,2,16,14,5,7,52,61,9,2,2,16,14,5,7,52,60,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,797|233|207|843|271|1456|512|1841|2065,1,0,0,0,0,0,0,0,0,7631,
1,12314,11/20/2025 05:00:00,0,0,114,5,73,192,0,0,0,0,0,0,0,0,112,5,72,189,13,0,0,108,6,76,190,0,0,107,6,74,187,9,2,4,19,13,6,9,51,57,9,2,4,19,13,6,9,50,56,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,776|220|194|725|293|1048|427|1921|1933,1,0,0,0,0,0,0,0,0,7219,
1,12314,11/20/2025 05:15:00,0,0,119,4,62,185,0,0,0,0,0,0,0,0,118,4,61,183,15,0,0,113,5,77,195,0,0,112,5,76,193,7,4,2,16,13,4,9,55,62,7,4,2,16,13,4,9,54,61,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,754|264|194|853|222|1054|446|1661|1907,1,0,0,0,0,0,0,0,0,8291,
1,12314,11/20/2025 05:30:00,0,0,110,8,61,179,0,0,0,0,0,0,0,0,108,8,60,176,13,0,0,108,9,71,188,0,0,107,9,70,186,9,2,4,18,12,4,7,44,58,9,2,4,18,12,4,7,44,57,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,761|222|191|755|386|1166|486|1777|1939,1,0,0,0,0,0,0,0,0,8011,
1,12314,11/20/2025 05:45:00,0,0,117,7,64,188,0,0,0,0,0,0,0,0,115,7,63,185,12,0,0,105,5,65,175,0,0,104,5,64,173,9,2,2,17,15,4,7,52,56,9,2,2,17,15,4,7,51,55,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,741|254|217|757|226|1244|486|1971|1957,1,0,0,0,0,0,0,0,0,7637,
1,12314,11/20/2025 06:00:00,0,0,116,5,84,205,0,0,0,0,0,0,0,0,114,5,83,202,11,0,0,116,5,83,204,0,0,115,5,81,201,8,2,4,20,16,4,8,57,71,8,2,4,20,16,4,8,56,70,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,786|345|210|869|334|1280|503|1925|1944,1,0,0,0,0,0,0,0,0,8816,
1,12314,11/20/2025 06:15:00,0,0,120,4,67,191,0,0,0,0,0,0,0,0,119,4,66,189,13,0,0,107,4,66,177,0,0,105,4,65,174,8,2,2,17,13,6,9,47,59,8,2,2,17,13,6,9,47,58,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,796|224|216|924|232|1305|459|1682|2049,1,0,0,0,0,0,0,0,0,7641,
1,12314,11/20/2025 06:30:00,0,0,127,8,80,215,0,0,0,0,0,0,0,0,126,8,79,213,11,0,0,121,5,76,202,0,0,119,5,75,199,11,2,2,19,17,6,9,53,66,11,2,2,19,17,6,9,52,65,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,845|275|238|923|380|1348|472|2039|2148,1,0,0,0,0,0,0,0,0,9051,
1,12314,11/20/2025 06:45:00,0,0,127,9,78,214,0,0,0,0,0,0,0,0,124,9,76,209,11,0,0,129,7,70,206,0,0,126,7,69,202,10,2,2,21,17,6,8,59,69,10,2,2,21,17,6,8,59,68,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,837|254|209|960|266|1342|446|1859|2182,1,0,0,0,0,0,0,0,0,9145,
1,12314,11/20/2025 07:00:00,0,0,129,8,73,210,0,0,0,0,0,0,0,0,128,8,72,208,13,0,0,133,8,93,234,0,0,132,8,92,232,8,2,4,21,15,6,10,52,69,8,2,4,21,15,6,10,52,69,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,922|322|229|961|288|1462|486|1997|2194,1,0,0,0,0,0,0,0,0,9795,
1,12314,11/20/2025 07:15:00,0,0,133,9,97,239,0,0,0,0,0,0,0,0,132,9,96,237,17,0,0,123,5,99,227,0,0,121,5,98,224,12,2,2,24,19,7,12,59,76,12,2,2,24,19,7,12,58,74,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,974|349|246|1053|451|1355|612|2067|2481,1,0,0,0,0,0,0,0,0,9248,
1,12314,11/20/2025 07:30:00,0,0,126,9,80,215,0,0,0,0,0,0,0,0,123,9,79,211,15,0,0,137,10,95,242,0,0,134,10,93,237,11,2,4,21,15,6,8,55,70,11,2,4,21,15,6,8,55,69,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,987|339|246|965|397|1791|641|2414|2354,1,0,0,0,0,1,0,1,1,9315,
1,12314,11/20/2025 07:45:00,0,0,152,12,103,267,0,0,0,0,0,0,0,0,149,12,101,262,17,0,0,155,11,90,256,0,0,152,11,88,251,10,3,3,26,21,5,13,68,86,10,3,3,26,21,5,13,68,84,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1116|415|296|1191|431|1644|688|2796|2777,2,0,0,0,0,1,0,1,1,10003,
1,12314,11/20/2025 08:00:00,0,0,160,13,120,293,0,0,0,0,0,0,0,0,158,13,118,289,23,0,0,178,12,98,288,0,0,176,12,97,285,14,3,6,26,23,6,14,81,95,14,3,6,26,23,6,14,81,95,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1166|498|308|1161|366|2165|746|3018|3057,1,0,0,0,0,1,0,1,0,11717,
1,12314,11/20/2025 08:15:00,0,0,203,14,129,346,0,0,0,0,0,0,0,0,201,14,126,341,18,0,0,191,17,130,338,0,0,189,17,127,333,17,7,7,34,27,7,17,89,102,17,7,7,34,27,7,17,87,102,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1285|398|339|1513|445|2273|695|3065|3112,2,0,0,1,0,1,0,1,1,12551,
1,12314,11/20/2025 08:30:00,0,0,203,17,138,358,0,0,0,0,0,0,0,0,199,17,137,353,19,0,0,182,15,136,333,0,0,180,15,135,330,18,7,4,35,28,11,18,95,109,18,7,4,35,28,11,18,93,108,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1418|394|374|1627|497|2168|905|3214|3692,2,0,0,0,0,1,0,1,1,13430,
1,12314,11/20/2025 08:45:00,0,0,220,15,159,394,0,0,0,0,0,0,0,0,216,15,157,388,27,0,0,200,8,130,338,0,0,198,8,127,333,16,8,8,39,31,8,19,105,124,16,8,8,39,30,8,19,104,124,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1539|682|415|1527|649|2143|1017|3751|3743,3,0,0,0,0,1,0,1,1,15042,
1,12314,11/20/2025 09:00:00,0,0,255,17,140,412,0,0,0,0,0,0,0,0,250,17,137,404,27,0,0,258,21,143,422,0,0,253,21,142,416,16,8,4,40,32,12,16,117,137,16,8,4,39,32,12,16,115,134,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1784|535|475|1714|563|3206|1054|3693|4401,3,0,0,0,0,1,0,1,1,17024,
1,12314,11/20/2025 09:15:00,0,0,251,13,196,460,0,0,0,0,0,0,0,0,246,13,192,451,34,0,0,246,16,181,443,0,0,244,16,177,437,18,5,5,45,32,9,18,131,158,18,5,5,45,32,9,18,128,156,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,1898|819|508|2156|912|2549|1122|4268|4854,4,0,0,1,0,1,0,2,1,17132,
1,12314,11/20/2025 09:30:00,0,0,327,24,211,562,0,0,0,0,0,0,0,0,320,24,209,553,37,0,0,328,20,175,523,0,0,321,20,172,513,22,11,11,55,39,11,28,138,194,22,11,11,54,38,11,27,138,192,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,2094|749|549|1969|1065|2919|1297|5040|5387,3,0,0,1,0,1,1,2,1,23134,
1,12314,11/20/2025 09:45:00,0,0,372,18,246,636,0,0,0,0,0,0,0,0,368,18,241,627,45,0,0,310,17,241,568,0,0,304,17,239,560,31,13,6,63,44,19,25,169,219,31,13,6,62,44,19,25,167,215,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,2417|1040|598|2408|842|3303|1414|6076|5958,3,0,0,1,0,1,1,1,1,24003,
1,12314,11/20/2025 10:00:00,0,0,329,30,209,568,0,0,0,0,0,0,0,0,322,30,205,557,50,0,0,332,30,238,600,0,0,329,30,233,592,22,6,11,50,39,17,22,162,178,22,6,11,50,38,17,22,162,174,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,2590|826|614|2495|1153|4595|1518|6116|6530,5,1,0,0,0,2,0,3,2,25765,
1,12314,11/20/2025 10:15:00,0,0,419,25,219,663,0,0,0,0,0,0,0,0,415,25,217,657,47,0,0,389,23,245,657,0,0,385,23,240,648,33,13,7,59,53,20,33,177,217,33,13,7,58,53,20,32,177,213,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,2779|1004|675|3250|776|4860|1640|5931|7261,4,1,0,1,0,2,0,2,2,29297,
1,12314,11/20/2025 10:30:00,0,0,400,17,280,697,0,0,0,0,0,0,0,0,396,17,274,687,39,0,0,465,28,305,798,0,0,456,27,302,785,34,14,14,62,48,21,34,172,213,33,14,14,61,48,21,34,169,211,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,2972|924|765|3447|959|4961|1606|7402|7474,5,0,0,1,0,2,1,2,2,30913,
1,12314,11/20/2025 10:45:00,0,0,422,27,333,782,0,0,0,0,0,0,0,0,414,27,330,771,54,0,0,414,34,281,729,0,0,410,34,278,722,39,8,15,69,62,23,31,200,239,39,8,15,69,62,23,30,200,237,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3180|1352|903|3580|1676|4923|1710|6935|8181,6,1,0,0,0,1,0,4,2,28901,
1,12314,11/20/2025 11:00:00,0,0,454,21,268,743,0,0,0,0,0,0,0,0,445,21,263,729,65,0,0,449,28,337,814,0,0,440,28,334,802,36,7,15,73,58,22,36,211,255,36,7,15,73,57,22,36,207,252,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3322|1476|935|3342|1372|5610|2066|8195|8123,5,0,0,1,0,2,1,2,1,30728,
1,12314,11/20/2025 11:15:00,0,0,531,31,303,865,0,0,0,0,0,0,0,0,526,31,300,857,65,0,0,477,27,340,844,0,0,472,26,337,835,43,9,17,86,69,17,43,231,283,43,9,17,84,69,17,43,226,283,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3625|1419|910|3417|985|5357|2110|7718|8591,5,0,0,1,0,2,0,2,1,38291,
1,12314,11/20/2025 11:30:00,0,0,564,27,322,913,0,0,0,0,0,0,0,0,553,27,316,896,53,0,0,567,31,364,962,0,0,556,30,360,946,45,9,18,81,72,27,45,242,278,44,9,18,79,71,27,45,240,272,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3629|1318|979|4151|1306|5523|1929|8288|9373,6,0,0,0,0,3,1,2,3,38636,
1,12314,11/20/2025 11:45:00,0,0,483,43,343,869,0,0,0,0,0,0,0,0,473,43,340,856,57,0,0,553,40,333,926,0,0,547,39,326,912,43,17,17,77,60,26,34,248,265,43,17,17,77,59,26,34,243,265,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3796|1300|967|4262|1058|5547|2368|9169|8905,7,0,0,1,0,1,0,4,1,34335,
1,12314,11/20/2025 12:00:00,0,0,520,48,304,872,0,0,0,0,0,0,0,0,510,47,298,855,50,0,0,591,38,325,954,0,0,579,37,319,935,34,17,17,86,60,26,43,257,265,34,17,17,86,59,26,42,252,262,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3704|1388|1079|3862|1003|6615|2030|9218|9553,7,0,0,2,0,2,2,5,3,40265,
1,12314,11/20/2025 12:15:00,0,0,526,23,357,906,0,0,0,0,0,0,0,0,521,23,353,897,66,0,0,504,45,347,896,0,0,494,44,340,878,45,18,18,81,63,27,36,269,314,45,18,18,81,63,26,36,264,314,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3806|1253|1034|4339|1139|6444|2083|8954|9667,5,1,0,2,0,3,2,5,2,35502,
1,12314,11/20/2025 12:30:00,0,0,493,43,348,884,0,0,0,0,0,0,0,0,483,42,345,870,56,0,0,561,40,353,954,0,0,550,40,346,936,35,9,9,78,70,26,44,261,305,35,9,9,77,69,26,43,256,302,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3819|1311|1035|3952|1046|5217|2077|8990|9119,5,0,0,1,0,2,0,4,1,41583,
1,12314,11/20/2025 12:45:00,0,0,482,44,295,821,0,0,0,0,0,0,0,0,472,44,292,808,73,0,0,547,48,360,955,0,0,536,48,353,937,32,8,16,73,65,16,40,242,275,32,8,16,72,64,16,40,237,272,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3725|1566|938|3521|1496|5147|2048|9419|8956,7,0,0,0,0,2,0,2,1,40001,
1,12314,11/20/2025 13:00:00,0,0,464,27,321,812,0,0,0,0,0,0,0,0,455,26,315,796,48,0,0,525,24,342,891,0,0,520,24,339,883,40,8,16,72,64,16,40,207,247,39,8,16,71,63,16,39,207,242,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3581|963|873|3527|1554|6089|2008|8912|8789,7,0,0,2,0,1,0,3,1,35457,
1,12314,11/20/2025 13:15:00,0,0,505,28,327,860,0,0,0,0,0,0,0,0,500,27,320,847,67,0,0,490,34,309,833,0,0,480,33,303,816,42,8,8,76,59,17,42,237,271,42,8,8,74,58,17,42,232,271,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3539|1266|964|3313|1761|5014|2149|8484|9035,6,0,0,1,0,1,0,2,3,35755,
1,12314,11/20/2025 13:30:00,0,0,516,17,283,816,0,0,0,0,0,0,0,0,511,17,280,808,55,0,0,446,33,289,768,0,0,442,33,283,758,40,8,16,81,57,24,40,234,250,40,8,16,80,56,24,39,232,248,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3306|1044|872|3907|1724|5369|1848|8276|8078,6,1,0,0,0,3,1,3,2,33251,
1,12314,11/20/2025 13:45:00,0,0,419,26,305,750,0,0,0,0,0,0,0,0,411,25,299,735,47,0,0,479,42,297,818,0,0,474,41,291,806,29,15,7,66,51,15,37,184,250,29,15,7,65,50,15,36,182,245,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,3231|1328|838|3266|1121|5258|2072|7211|8331,5,1,0,0,0,3,0,2,2,32453,
1,12314,11/20/2025 14:00:00,0,0,402,18,294,714,0,0,0,0,0,0,0,0,398,18,288,704,59,0,0,412,23,260,695,0,0,404,23,255,682,35,7,7,63,56,21,35,176,239,35,7,7,63,56,21,34,174,237,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,2983|856|858|3482|1220|5329|1795|7274|7308,4,0,0,2,0,3,1,4,3,29413,
1,12314,11/20/2025 14:15:00,0,0,418,26,274,718,0,0,0,0,0,0,0,0,410,25,271,706,51,0,0,455,23,297,775,0,0,446,23,294,763,28,7,14,64,49,21,35,212,226,27,7,14,63,49,21,34,212,224,0|0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0|0,2969|902|816|2882|1013|4022|1831|6372|7174,4,0,0,0,0,3,0,3,3,26514,
