"PROCEDURE_TYPE","STARTTIME","ENDTIME","START_ENODEB_ID","START_CELL_ID","S1_SIG_CONN_SETUP_SIG_CONN_RESULT"
"INITIAL_ATTACH","11/24/2025 15:40:00","11/24/2025 15:40:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 15:40:05","11/24/2025 15:40:10","1","12314",""
"INITIAL_CTXT","11/24/2025 15:40:10","11/24/2025 15:40:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 15:40:20","11/24/2025 15:40:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 15:40:30","11/24/2025 15:40:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 15:40:45","11/24/2025 15:41:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 15:41:00","11/24/2025 15:41:30","1","12314",""
"ERAB_MODIFY","11/24/2025 15:41:30","11/24/2025 15:41:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 15:41:50","11/24/2025 15:42:05","1","12314",""
"ERAB_RELEASE","11/24/2025 15:42:05","11/24/2025 15:42:20","1","12314",""
"DETACH","11/24/2025 15:42:20","11/24/2025 15:42:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 15:44:00","11/24/2025 15:44:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 15:44:05","11/24/2025 15:44:10","1","12314",""
"INITIAL_CTXT","11/24/2025 15:44:10","11/24/2025 15:44:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 15:44:20","11/24/2025 15:44:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 15:44:30","11/24/2025 15:44:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 15:44:45","11/24/2025 15:45:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 15:45:00","11/24/2025 15:45:30","1","12314",""
"ERAB_MODIFY","11/24/2025 15:45:30","11/24/2025 15:45:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 15:45:50","11/24/2025 15:46:05","1","12314",""
"ERAB_RELEASE","11/24/2025 15:46:05","11/24/2025 15:46:20","1","12314",""
"DETACH","11/24/2025 15:46:20","11/24/2025 15:46:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 15:48:00","11/24/2025 15:48:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 15:48:05","11/24/2025 15:48:10","1","12314",""
"INITIAL_CTXT","11/24/2025 15:48:10","11/24/2025 15:48:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 15:48:20","11/24/2025 15:48:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 15:48:30","11/24/2025 15:48:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 15:48:45","11/24/2025 15:49:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 15:49:00","11/24/2025 15:49:30","1","12314",""
"ERAB_MODIFY","11/24/2025 15:49:30","11/24/2025 15:49:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 15:49:50","11/24/2025 15:50:05","1","12314",""
"ERAB_RELEASE","11/24/2025 15:50:05","11/24/2025 15:50:20","1","12314",""
"DETACH","11/24/2025 15:50:20","11/24/2025 15:50:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 15:52:00","11/24/2025 15:52:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 15:52:05","11/24/2025 15:52:10","1","12314",""
"INITIAL_CTXT","11/24/2025 15:52:10","11/24/2025 15:52:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 15:52:20","11/24/2025 15:52:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 15:52:30","11/24/2025 15:52:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 15:52:45","11/24/2025 15:53:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 15:53:00","11/24/2025 15:53:30","1","12314",""
"ERAB_MODIFY","11/24/2025 15:53:30","11/24/2025 15:53:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 15:53:50","11/24/2025 15:54:05","1","12314",""
"ERAB_RELEASE","11/24/2025 15:54:05","11/24/2025 15:54:20","1","12314",""
"DETACH","11/24/2025 15:54:20","11/24/2025 15:54:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 15:56:00","11/24/2025 15:56:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 15:56:05","11/24/2025 15:56:10","1","12314",""
"INITIAL_CTXT","11/24/2025 15:56:10","11/24/2025 15:56:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 15:56:20","11/24/2025 15:56:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 15:56:30","11/24/2025 15:56:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 15:56:45","11/24/2025 15:57:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 15:57:00","11/24/2025 15:57:30","1","12314",""
"ERAB_MODIFY","11/24/2025 15:57:30","11/24/2025 15:57:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 15:57:50","11/24/2025 15:58:05","1","12314",""
"ERAB_RELEASE","11/24/2025 15:58:05","11/24/2025 15:58:20","1","12314",""
"DETACH","11/24/2025 15:58:20","11/24/2025 15:58:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 16:00:00","11/24/2025 16:00:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:00:05","11/24/2025 16:00:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:00:10","11/24/2025 16:00:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:00:20","11/24/2025 16:00:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:00:30","11/24/2025 16:00:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:00:45","11/24/2025 16:01:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:01:00","11/24/2025 16:01:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:01:30","11/24/2025 16:01:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:01:50","11/24/2025 16:02:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:02:05","11/24/2025 16:02:20","1","12314",""
"DETACH","11/24/2025 16:02:20","11/24/2025 16:02:40","1","12314",""
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:02:20","11/24/2025 16:02:40","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:03:20","11/24/2025 16:03:20","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:04:00","11/24/2025 16:04:00","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_ATTACH","11/24/2025 16:04:00","11/24/2025 16:04:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:04:05","11/24/2025 16:04:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:04:10","11/24/2025 16:04:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:04:20","11/24/2025 16:04:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:04:30","11/24/2025 16:04:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:04:45","11/24/2025 16:05:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:05:00","11/24/2025 16:05:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:05:30","11/24/2025 16:05:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:05:50","11/24/2025 16:06:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:06:05","11/24/2025 16:06:20","1","12314",""
"DETACH","11/24/2025 16:06:20","11/24/2025 16:06:40","1","12314",""
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:06:20","11/24/2025 16:06:20","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:07:00","11/24/2025 16:07:00","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:07:30","11/24/2025 16:07:30","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:08:00","11/24/2025 16:08:00","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_ATTACH","11/24/2025 16:08:00","11/24/2025 16:08:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:08:05","11/24/2025 16:08:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:08:10","11/24/2025 16:08:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:08:20","11/24/2025 16:08:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:08:30","11/24/2025 16:08:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:08:45","11/24/2025 16:09:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:09:00","11/24/2025 16:09:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:09:30","11/24/2025 16:09:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:09:50","11/24/2025 16:10:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:10:05","11/24/2025 16:10:20","1","12314",""
"DETACH","11/24/2025 16:10:20","11/24/2025 16:10:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 16:12:00","11/24/2025 16:12:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:12:05","11/24/2025 16:12:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:12:10","11/24/2025 16:12:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:12:20","11/24/2025 16:12:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:12:30","11/24/2025 16:12:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:12:45","11/24/2025 16:13:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:13:00","11/24/2025 16:13:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:13:30","11/24/2025 16:13:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:13:50","11/24/2025 16:14:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:14:05","11/24/2025 16:14:20","1","12314",""
"DETACH","11/24/2025 16:14:20","11/24/2025 16:14:40","1","12314",""
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:14:00","11/24/2025 16:14:00","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:14:10","11/24/2025 16:14:10","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:14:30","11/24/2025 16:14:30","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:14:40","11/24/2025 16:14:40","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_ATTACH","11/24/2025 16:16:00","11/24/2025 16:16:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:16:05","11/24/2025 16:16:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:16:10","11/24/2025 16:16:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:16:20","11/24/2025 16:16:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:16:30","11/24/2025 16:16:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:16:45","11/24/2025 16:17:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:17:00","11/24/2025 16:17:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:17:30","11/24/2025 16:17:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:17:50","11/24/2025 16:18:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:18:05","11/24/2025 16:18:20","1","12314",""
"DETACH","11/24/2025 16:18:20","11/24/2025 16:18:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 16:20:00","11/24/2025 16:20:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:20:05","11/24/2025 16:20:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:20:10","11/24/2025 16:20:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:20:20","11/24/2025 16:20:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:20:30","11/24/2025 16:20:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:20:45","11/24/2025 16:21:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:21:00","11/24/2025 16:21:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:21:30","11/24/2025 16:21:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:21:50","11/24/2025 16:22:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:22:05","11/24/2025 16:22:20","1","12314",""
"DETACH","11/24/2025 16:22:20","11/24/2025 16:22:40","1","12314",""
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:22:20","11/24/2025 16:22:20","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:23:00","11/24/2025 16:23:00","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:23:10","11/24/2025 16:23:10","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:23:40","11/24/2025 16:23:40","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:23:50","11/24/2025 16:23:50","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:24:00","11/24/2025 16:24:00","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_ATTACH","11/24/2025 16:24:00","11/24/2025 16:24:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:24:05","11/24/2025 16:24:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:24:10","11/24/2025 16:24:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:24:20","11/24/2025 16:24:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:24:30","11/24/2025 16:24:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:24:45","11/24/2025 16:25:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:25:00","11/24/2025 16:25:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:25:30","11/24/2025 16:25:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:25:50","11/24/2025 16:26:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:26:05","11/24/2025 16:26:20","1","12314",""
"DETACH","11/24/2025 16:26:20","11/24/2025 16:26:40","1","12314",""
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:26:20","11/24/2025 16:26:20","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:26:40","11/24/2025 16:26:40","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:27:40","11/24/2025 16:27:40","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_CTXT_SETUP_FAILURE","11/24/2025 16:28:00","11/24/2025 16:23:40","1","12314","FAILED_SECURITY_SETUP"
"INITIAL_ATTACH","11/24/2025 16:28:00","11/24/2025 16:28:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:28:05","11/24/2025 16:28:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:28:10","11/24/2025 16:28:20","1","12314","SUCCESS"
"DEFAULT_BEARER_ACTIVATION","11/24/2025 16:28:20","11/24/2025 16:28:30","1","12314",""
"DEDICATED_BEARER_ACTIVATION","11/24/2025 16:28:30","11/24/2025 16:28:45","1","12314",""
"SERVICE_REQUEST","11/24/2025 16:28:45","11/24/2025 16:29:00","1","12314","SUCCESS"
"ERAB_SETUP","11/24/2025 16:29:00","11/24/2025 16:29:30","1","12314",""
"ERAB_MODIFY","11/24/2025 16:29:30","11/24/2025 16:29:50","1","12314",""
"TRACKING_AREA_UPDATE","11/24/2025 16:29:50","11/24/2025 16:30:05","1","12314",""
"ERAB_RELEASE","11/24/2025 16:30:05","11/24/2025 16:30:20","1","12314",""
"DETACH","11/24/2025 16:30:20","11/24/2025 16:30:40","1","12314",""
"INITIAL_ATTACH","11/24/2025 16:32:00","11/24/2025 16:32:05","1","12314","SUCCESS"
"RRC_SETUP","11/24/2025 16:32:05","11/24/2025 16:32:10","1","12314",""
"INITIAL_CTXT","11/24/2025 16:32:10","11/24/2025 16:32:20","1","12314","SUCCESS"
